Date,Region,Cost center,Project,Account,Source,Category,Event Type,PO No,Transactional value,Functional value,PO with Line item
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4801,-10376.77,-2825.23,NEW_PO_4801-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2038,-3083.35,-839.49,NEW_PO_2038-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3298,-27208.69,-7407.96,NEW_PO_3298-3
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2056,-64077.92,-17446.14,NEW_PO_2056-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2067,-6874.8,-1871.76,NEW_PO_2067-4
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2037,-41392.75,-11269.77,NEW_PO_2037-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2052,-6982.05,-1900.96,NEW_PO_2052-5
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2042,-0.03,-0.01,NEW_PO_2042-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2043,-7944.85,-2163.1,NEW_PO_2043-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3300,-135291.67,-36835.11,NEW_PO_3300-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5452,-69861.0,-19020.66,NEW_PO_5452-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2052,-6982.05,-1900.96,NEW_PO_2052-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3,-57179.0,-15567.81,NEW_PO_3-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3298,-27208.69,-7407.96,NEW_PO_3298-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2025,-20385.3,-5550.19,NEW_PO_2025-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2043,-7944.85,-2163.1,NEW_PO_2043-5
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5,-1877.28,-511.12,NEW_PO_5-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3302,-3500.0,-952.93,NEW_PO_3302-2
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3300,-936.35,-254.93,NEW_PO_3300-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2042,-0.03,-0.01,NEW_PO_2042-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3301,-41094.4,-11188.54,NEW_PO_3301-3
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2043,-7944.85,-2163.1,NEW_PO_2043-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2067,-6874.8,-1871.76,NEW_PO_2067-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4,-36297.03,-9882.39,NEW_PO_4-3
2024-07-01,United Arab Emirates,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5451,-3325.0,-905.28,NEW_PO_5451-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2038,-3083.35,-839.49,NEW_PO_2038-3
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2038,-3083.35,-839.49,NEW_PO_2038-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2042,-0.03,-0.01,NEW_PO_2042-3
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5,-1877.28,-511.12,NEW_PO_5-4
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5450,-47301.5,-12878.52,NEW_PO_5450-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3302,-3500.0,-952.93,NEW_PO_3302-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4801,-10376.77,-2825.23,NEW_PO_4801-1
2024-07-01,United Arab Emirates,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4234,-96748.0,-26341.04,NEW_PO_4234-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4802,-8030.0,-2186.28,NEW_PO_4802-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2021,-3540.54,-963.96,NEW_PO_2021-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5447,-8947.37,-2436.05,NEW_PO_5447-1
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2041,-4128.96,-1124.17,NEW_PO_2041-6
2024-07-01,United Arab Emirates,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2042,-0.03,-0.01,NEW_PO_2042-2
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6252,441.0,478.4,NEW_PO_6252-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6253,680.0,737.66,NEW_PO_6253-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2598,5155.1,5592.25,NEW_PO_2598-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3369,3135.75,3401.66,NEW_PO_3369-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6252,2388.5,2591.04,NEW_PO_6252-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5507,7012.22,7513.59,NEW_PO_5507-
2024-07-01,Spain,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2175,2508.09,2687.42,NEW_PO_2175-
2024-07-01,Finland,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4233,23906.0,25615.28,NEW_PO_4233-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4276,2677.0,2868.41,NEW_PO_4276-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4284,1579.88,1713.85,NEW_PO_4284-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3278,17790.0,4517.87,NEW_PO_3278-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5459,35000.0,8888.44,NEW_PO_5459-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3285,34468.0,8753.33,NEW_PO_3285-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2293,4417.0,1121.72,NEW_PO_2293-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE CANCELLED,NEW_PO_5434,-15.0,-16.27,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5434,-361.2,-391.83,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO CANCELLED,NEW_PO_5434,361.2,387.03,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE CANCELLED,NEW_PO_5434,-361.2,-391.83,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO VALIDATED,NEW_PO_5434,-361.2,-387.03,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5434,361.2,391.83,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO VALIDATED,NEW_PO_5434,-15.0,-16.07,NEW_PO_5434-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO CANCELLED,NEW_PO_5434,15.0,16.07,NEW_PO_5434-
2024-07-01,Sweden,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5465,44450.0,4196.6,NEW_PO_5465-
2024-07-01,Sweden,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2621,-161490.0,-15346.24,NEW_PO_2621-1
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2503,7903.25,9992.08,NEW_PO_2503-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_996,25931.04,32784.61,NEW_PO_996-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_996,-24359.32,-30797.49,NEW_PO_996-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_996,19448.28,24588.46,NEW_PO_996-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_996,24359.32,30797.49,NEW_PO_996-
2024-07-01,Bulgaria,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5434,110.37,119.73,NEW_PO_5434-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6254,306.0,327.88,NEW_PO_6254-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1786,20728.0,22210.05,NEW_PO_1786-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6254,693.27,742.84,NEW_PO_6254-
2024-07-01,Spain,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3304,16066.0,17214.72,NEW_PO_3304-
2024-07-01,Spain,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_117,270.9,270.9,NEW_PO_117-
2024-07-01,Spain,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3306,270.9,270.9,NEW_PO_3306-
2024-07-01,Spain,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3308,2627.1,2627.1,NEW_PO_3308-
2024-07-01,Spain,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO VALIDATED,NEW_PO_117,-270.9,-270.9,NEW_PO_117-
2024-07-01,Finland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3252,4926.0,5278.21,NEW_PO_3252-
2024-07-01,Finland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3245,6957.5,7454.96,NEW_PO_3245-
2024-07-01,Finland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3253,4843.5,5189.81,NEW_PO_3253-
2024-07-01,France,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3314,19321.93,20960.43,NEW_PO_3314-
2024-07-01,France,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4209,274.21,293.82,NEW_PO_4209-
2024-07-01,France,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_239,1382.0,1499.19,NEW_PO_239-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5492,5.4,5.86,NEW_PO_5492-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5492,353.7,383.69,NEW_PO_5492-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5492,777.6,843.54,NEW_PO_5492-
2024-07-01,France,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5492,687.82,746.15,NEW_PO_5492-
2024-07-01,Ireland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1850,18500.0,19822.75,NEW_PO_1850-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3259,959.2,1027.78,NEW_PO_3259-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3259,-959.2,-1027.78,NEW_PO_3259-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3264,508.2,544.54,NEW_PO_3264-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3259,959.2,1027.78,NEW_PO_3259-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3265,14024.34,15027.08,NEW_PO_3265-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3267,21300.84,22823.85,NEW_PO_3267-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2464,2888.5,717.64,NEW_PO_2464-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2465,11554.0,2870.56,NEW_PO_2465-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2544,2200.0,546.58,NEW_PO_2544-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3279,1209.6,1209.6,NEW_PO_3279-
2024-07-01,Poland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3281,386.4,386.4,NEW_PO_3281-
2024-07-01,Portugal,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3236,823.2,823.2,NEW_PO_3236-
2024-07-01,Sweden,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6255,-22587.25,-24502.65,NEW_PO_6255-
2024-07-01,Sweden,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6255,-22587.25,-24502.65,NEW_PO_6255-
2024-07-01,Sweden,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6255,22587.25,24502.65,NEW_PO_6255-
2024-07-01,Sweden,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6255,22587.25,24502.65,NEW_PO_6255-
2024-07-01,Sweden,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6255,22587.25,24502.65,NEW_PO_6255-
2024-07-01,Turkey,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2314,2016.0,2016.0,NEW_PO_2314-
2024-07-01,Turkey,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO VALIDATED,NEW_PO_117,-2016.0,-2016.0,NEW_PO_117-
2024-07-01,Turkey,Center A,0.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_117,2016.0,2016.0,NEW_PO_117-
2024-07-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3365,-24340.22,-26404.27,NEW_PO_3365-1
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1729,6397.51,8088.37,NEW_PO_1729-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1754,7489.93,9469.52,NEW_PO_1754-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2268,615.6,778.3,NEW_PO_2268-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1750,289.66,366.22,NEW_PO_1750-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2606,1344.7,1700.1,NEW_PO_2606-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2487,12495.2,13554.79,NEW_PO_2487-
2024-07-01,Netherlands,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2487,-12495.2,-13554.79,NEW_PO_2487-
2024-07-01,France,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_117,-28565.0,-30987.31,NEW_PO_117-
2024-07-01,France,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_117,-17861.0,-19375.61,NEW_PO_117-
2024-07-01,France,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_117,-15741.0,-17075.84,NEW_PO_117-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2271,434.84,549.77,NEW_PO_2271-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2267,6920.06,8749.03,NEW_PO_2267-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2264,13694.36,17313.78,NEW_PO_2264-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2283,92.1,116.44,NEW_PO_2283-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2270,768.39,971.48,NEW_PO_2270-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2244,1930.67,2440.95,NEW_PO_2244-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4762,2100.0,2655.03,NEW_PO_4762-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5306,28545.0,35698.38,NEW_PO_5306-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_784,2100.0,2655.03,NEW_PO_784-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2609,3535.34,4469.73,NEW_PO_2609-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3373,748.57,946.42,NEW_PO_3373-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2248,3026.05,3825.84,NEW_PO_2248-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_996,25931.04,32784.61,NEW_PO_996-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2255,8092.47,10231.31,NEW_PO_2255-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_5473,199.0,253.35,NEW_PO_5473-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2284,1149.17,1452.9,NEW_PO_2284-
2024-07-01,United Kingdom,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2253,3400.53,4299.29,NEW_PO_2253-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,CREDIT MEMO VALIDATED,NEW_PO_3,-77245.0,-21030.49,NEW_PO_3-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3,66210.0,18026.14,NEW_PO_3-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3,68214.0,18571.74,NEW_PO_3-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2024,4079.0,4370.65,NEW_PO_2024-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2021,873.1,935.53,NEW_PO_2021-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2056,15801.66,16931.48,NEW_PO_2056-
2024-07-01,United Arab Emirates,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2062,12887.12,13808.55,NEW_PO_2062-
2024-07-01,Bulgaria,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2560,289.0,309.66,NEW_PO_2560-
2024-07-01,Bulgaria,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1691,1273.5,1364.56,NEW_PO_1691-
2024-07-01,Bulgaria,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_1692,2547.0,2729.11,NEW_PO_1692-
2024-07-01,Switzerland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2089,10685.25,11896.29,NEW_PO_2089-
2024-07-01,Switzerland,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2088,19815.0,22060.79,NEW_PO_2088-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3152,-22717.55,-24260.07,NEW_PO_3152-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_639,738.05,790.82,NEW_PO_639-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3157,5461.89,5852.42,NEW_PO_3157-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4814,209.98,224.99,NEW_PO_4814-
2024-07-01,Germany,Center A,20.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_4814,520.0,557.18,NEW_PO_4814-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3158,5045.94,5406.72,NEW_PO_3158-
2024-07-01,Germany,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_3152,22717.55,24260.07,NEW_PO_3152-
2024-07-01,Spain,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_6256,4838.4,5184.35,NEW_PO_6256-
2024-07-01,France,Center A,10.0,2,PAYABLES,PURCHASE INVOICES,INVOICE VALIDATED,NEW_PO_2469,2360.2,2528.95,NEW_PO_2469-
